Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1961","1961","g/capita/day","67.95","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1962","1962","g/capita/day","70.7","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1963","1963","g/capita/day","70.63","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1964","1964","g/capita/day","72.51","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1965","1965","g/capita/day","71.28","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1966","1966","g/capita/day","71.2","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1967","1967","g/capita/day","67.32","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1968","1968","g/capita/day","69.02","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1969","1969","g/capita/day","69.46","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1970","1970","g/capita/day","68.25","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1971","1971","g/capita/day","71.36","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1972","1972","g/capita/day","73.19","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1973","1973","g/capita/day","71.61","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1974","1974","g/capita/day","64.56","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1975","1975","g/capita/day","76.65","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1976","1976","g/capita/day","78.61","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1977","1977","g/capita/day","76.1","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1978","1978","g/capita/day","77.24","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1979","1979","g/capita/day","71.17","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1980","1980","g/capita/day","69.01","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1981","1981","g/capita/day","69.03","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1982","1982","g/capita/day","71.13","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1983","1983","g/capita/day","69.28","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1984","1984","g/capita/day","68.71","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1985","1985","g/capita/day","69.75","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1986","1986","g/capita/day","70","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1987","1987","g/capita/day","70.63","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1988","1988","g/capita/day","70.34","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1989","1989","g/capita/day","71.41","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1990","1990","g/capita/day","72.33","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1991","1991","g/capita/day","70.7","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1992","1992","g/capita/day","70.89","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1993","1993","g/capita/day","70.25","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1994","1994","g/capita/day","71.02","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1995","1995","g/capita/day","69.14","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1996","1996","g/capita/day","68.94","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1997","1997","g/capita/day","67.42","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1998","1998","g/capita/day","67.53","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","1999","1999","g/capita/day","68.19","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2000","2000","g/capita/day","67.87","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2001","2001","g/capita/day","67.66","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2002","2002","g/capita/day","68.25","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2003","2003","g/capita/day","70.1","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2004","2004","g/capita/day","65.9","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2005","2005","g/capita/day","70.08","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2006","2006","g/capita/day","70.14","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","73.23","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","69.23","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","68.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","69.74","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","71.86","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","70.29","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","71.68","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1961","1961","g/capita/day","94.85","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1962","1962","g/capita/day","95.84","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1963","1963","g/capita/day","94.42","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1964","1964","g/capita/day","92.01","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1965","1965","g/capita/day","91.32","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1966","1966","g/capita/day","88.96","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1967","1967","g/capita/day","88.09","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1968","1968","g/capita/day","90.17","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1969","1969","g/capita/day","92.01","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1970","1970","g/capita/day","87.83","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1971","1971","g/capita/day","91.61","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1972","1972","g/capita/day","93.18","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1973","1973","g/capita/day","88.07","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1974","1974","g/capita/day","80.09","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1975","1975","g/capita/day","84.07","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1976","1976","g/capita/day","83.6","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1977","1977","g/capita/day","75.71","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1978","1978","g/capita/day","75.88","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1979","1979","g/capita/day","72.08","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1980","1980","g/capita/day","72.88","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1981","1981","g/capita/day","73.79","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1982","1982","g/capita/day","74.7","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1983","1983","g/capita/day","74.45","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1984","1984","g/capita/day","74.84","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1985","1985","g/capita/day","74.16","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1986","1986","g/capita/day","76.38","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1987","1987","g/capita/day","76.19","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1988","1988","g/capita/day","76.35","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1989","1989","g/capita/day","76.85","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1990","1990","g/capita/day","77.78","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1991","1991","g/capita/day","72.62","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1992","1992","g/capita/day","73.07","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1993","1993","g/capita/day","71.43","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1994","1994","g/capita/day","73.14","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1995","1995","g/capita/day","70.59","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1996","1996","g/capita/day","69.68","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1997","1997","g/capita/day","68.64","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1998","1998","g/capita/day","68.35","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","1999","1999","g/capita/day","68.26","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2000","2000","g/capita/day","70.15","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2001","2001","g/capita/day","69.83","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2002","2002","g/capita/day","68.9","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2003","2003","g/capita/day","70.23","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2004","2004","g/capita/day","64.37","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2005","2005","g/capita/day","67.66","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2006","2006","g/capita/day","73.79","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","75.08","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","73.97","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","71.91","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","70.62","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","75.19","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","74.19","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","74.37","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1961","1961","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1962","1962","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1963","1963","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1964","1964","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1965","1965","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1966","1966","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1967","1967","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1968","1968","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1969","1969","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1970","1970","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1971","1971","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1972","1972","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1973","1973","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1974","1974","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1975","1975","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1976","1976","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1977","1977","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1978","1978","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1979","1979","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1980","1980","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1981","1981","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1982","1982","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1983","1983","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1984","1984","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1985","1985","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1986","1986","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1987","1987","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1988","1988","tonnes","492","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1989","1989","tonnes","1718","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1990","1990","tonnes","1878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1991","1991","tonnes","2266","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1992","1992","tonnes","2490","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1993","1993","tonnes","2568","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1994","1994","tonnes","2200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1995","1995","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1996","1996","tonnes","1884","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1997","1997","tonnes","11","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1998","1998","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","1999","1999","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","2000","2000","tonnes","110","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","2001","2001","tonnes","171","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","2002","2002","tonnes","108","A","Aggregate, may include official, semi-official, estimated or calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","10","Australia","641","Food supply quantity (tonnes)","2961","Aquatic Products, Other","2003","2003","tonnes","155","A","Aggregate, may include official, semi-official, estimated or calculated data"
